"Y01","Account_Type","Additional_Seats","Age","Arrival_Time","Auto_Renew_STH","Concession_Total","DistA","Educational_Level","Favorite_Caps_Player","Favorite_Sport","Favorite_Team","First_Year_STH","HouseHold_Income_True","Job_Sector","Marital","Mode_Of_Transport","Most_Purch_Concession","Mult_Loc","Net_Worth_True","Num_Children","NumSeats","PerSold","PerTransf","PerUsed","Rejoined_STH","Rep_Calls","Rep_Name","Rep_Visits","Sex","Spent_Other_Teams","STH_Attended","Survey_Comp","Team_B_STH","Team_C_STH","Team_Network_Sub","Team_Store_Total","Tenure","Ticket_Form","Total_Spent","Weekday_Attended","Weekday_Sold","Weekend_Attended","Weekend_Sold","Region"
1,"Business",0,76,30,"Yes",780.51,37,"AD","Jakob Chychrun","Other","Washington Capitals",1991,75000,"Edu","M","Uber/Taxi","Soda","No",4e+05,1,2,0.205136033,0.01,0.91,FALSE,58,"David",19,"M",2451.2625,3,0,"Yes","No","Yes",1180.5,34,"Digital",4412.2725,0.924113475,0.075886525,0.68,0.184,"DCArea"
1,"Personal",0,56,60,"Yes",1217.45,32,"PHD","Nic Dowd","Other","Washington Capitals",1992,45000,"Finance","M","Other","Burger","No",1250000,0,4,0,0.3,0.72,FALSE,39,"Frank",19,"M",500,3,0.83,"No","No","Yes",1146.84,32,"Digital",2864.29,0.729787234,0.270212766,0.87,0.022,"DCArea"
1,"Business",0,61,60,"Yes",589.13,3,"HS","T.J. Oshie","Other","Washington Capitals",2019,90000,"Finance","U","Car","Beer","No",2100000,0,1,0.008373078,0.252913565,0.750458467,TRUE,57.48634638,"Grace",7,"M",500,0,0.44,"Yes","Yes","Yes",0,1,"Digital",1089.13,0.615602837,0.384397163,0.42,0.092,"DCArea"
1,"Personal",0,73,45,"No",932.96,247,"SC","Anthony Beauvillier","NHL","Washington Capitals",2013,110000,"Manufact","S","Public","Specialty","No",2100000,0,2,0.062027686,0.068758677,0.166320166,FALSE,52,"Ivy",12,"M",500,2,0.35,"No","No","Yes",0,12,"Digital",1432.96,0.961702128,0.038297872,0.99,0.026,"South"
0,"Personal",0,20,60,"No",1900.83,209,"MD","Nicklas Backstrom","NHL","New Jersey Devils",2024,1e+05,"Gov","S","Public","Soda","No",950000,1,6,0.049259629,0.099427656,0.7,FALSE,63,"Grace",15,"M",2001.27,5,0,"No","No","No",100.44,1,"Digital",4002.54,0.536170213,0.463829787,0.84,0.06,"Northeast"
1,"Personal",0,46,30,"No",2206.08,27,"BD","Sonny Milano","NHL","Washington Capitals",2020,85000,"Gov","D","Car","Popcorn","No",750000,3,8,0.128473154,0.018446132,0.73326851,FALSE,76.50340523,"Frank",12.5,"F",0,3,0,"No","No","No",210.87,5,"Digital",2416.95,0.459574468,0.540425532,0.72,0.122,"DCArea"
1,"Shared",0,79,15,"No",922.89,32,"MD","John Carlson","NHL","Washington Capitals",1974,85000,"Tech","S","Car","Specialty","No",1250000,0,4,0.137033586,0.136092392,0.900918553,FALSE,50,"Emma",9,"M",500,3,0.21,"No","No","No",0,51,"Digital",1422.89,0.826950355,0.173049645,0.99,0.052,"DCArea"
1,"Business",0,25,0,"Yes",947.5,32,"BD","Charlie Lindgren","Other","Washington Capitals",2024,60000,"Finance","M","Car","Burger","No",50000,1,4,0.022820854,0.039342441,0.763742246,FALSE,76,"Ivy",8,"M",1041.8,1,0.21,"No","No","Yes",94.3,1,"Digital",2083.6,0.795035461,0.204964539,0.9,0.011,"DCArea"
1,"Personal",0,61,30,"Yes",812.23,35,"MD","T.J. Oshie","NHL","Washington Capitals",1999,120000,"Gov","M","Car","Hot Dog","No",1600000,1,2,0.00252702,0.061877627,0.91,FALSE,46,"Emma",30,"M",500,2,0.13,"Yes","No","Yes",4514.5,26,"Digital",5826.73,0.59929078,0.40070922,0.96,0.03,"DCArea"
1,"Personal",0,34,30,"No",822.95,37,"SC","Nicklas Backstrom","Other","Washington Capitals",2012,110000,"Manufact","S","Public","Beer","No",750000,1,2,0.041725552,0.252952445,0.91,FALSE,65.57390788,"David",11,"M",500,2,0.5,"No","No","Yes",418.23,13,"Digital",1741.18,0.524822695,0.475177305,0.75,0.021,"DCArea"
0,"Personal",0,79,45,"Yes",1966.41,254,"SC","Tom Wilson","Other","Other",2004,130000,"Manufact","S","Uber/Taxi","Beer","No",1850000,2,6,0.039732218,0.011284984,0.109521368,FALSE,44,"Frank",18,"M",0,5,0,"Yes","No","No",734.71,21,"Physical",2701.12,0.677304965,0.322695035,0.91,0.068,"South"
1,"Personal",0,51,45,"Yes",1240.32,1,"AD","Dylan Strome","NHL","Washington Capitals",2005,115000,"Finance","M","Public","Hot Dog","No",1350000,4,4,0.13118647,0.05622421,0.931714989,FALSE,71,"Emma",14,"M",500,4,0.27,"Yes","Yes","No",0,20,"Digital",1740.32,0.44751773,0.55248227,0.4,0.212,"DCArea"
1,"Business",0,70,30,"Yes",829.93,131,"BD","Alexander Ovechkin","Other","Philadelphia Flyers",2016,85000,"Tech","S","Car","Burger","No",8e+05,0,2,0.019048674,0.121952858,0.200745284,FALSE,20,"Emma",6,"F",0,0,0.4,"Yes","Yes","No",283.07,9,"Digital",1113,0.75177305,0.24822695,0.75,0.006,"Northeast"
1,"Personal",0,71,30,"Yes",882.78,3,"AD","Dylan Strome","Other","Washington Capitals",2011,130000,"Gov","M","Public","Beer","No",1750000,2,2,0.092555286,0.050644185,0.656709791,FALSE,49,"Frank",15,"M",1712.325,1,0.42,"No","No","No",487.08,14,"Physical",3082.185,0.863120567,0.136879433,0.94,0.045,"DCArea"
0,"Personal",0,65,-15,"Yes",993.14,85,"SC","Dylan Strome","Other","Other",1983,75000,"Gov","M","Car","Soda","No",3250000,0,2,0.088595192,0.062933966,0.164522869,FALSE,69,"Frank",19,"M",1224.73,2,0.35,"No","No","Yes",1456.32,42,"Digital",3674.19,0.721276596,0.278723404,0.94,0.072,"Midwest"
1,"Business",0,93,15,"Yes",1207.53,124,"SC","Tom Wilson","NHL","Philadelphia Flyers",2021,150000,"Finance","M","Car","Soda","No",2350000,0,4,0.014846822,0.048441364,0.96,FALSE,57,"Frank",14.5,"M",1712.45,1,0.15,"No","No","Yes",162.43,4,"Digital",3082.41,0.570921986,0.429078014,0.76,0.069,"Northeast"
1,"Shared",0,70,45,"Yes",692.99,187,"SC","Martin Fehervary","NHL","Other",1980,40000,"Health","D","Public","Hot Dog","No",3300000,0,2,0.038632143,0.078323131,0.169403034,FALSE,46,"Frank",13,"M",1366.2375,2,0.3,"Yes","No","Yes",0,45,"Physical",2059.2275,0.829787234,0.170212766,0.9,0.045,"Northeast"
0,"Personal",0,88,30,"No",1295.91,124,"HS","T.J. Oshie","Other","Other",2024,120000,"Edu","M","Uber/Taxi","Popcorn","No",1700000,1,4,0.046195105,0.003,0.012671388,FALSE,34.58297384,"Ivy",7,"M",0,1,0,"No","Yes","Yes",65.02,1,"Digital",1360.93,0.383687943,0.616312057,0.55,0.028,"Midwest"
0,"Personal",0,30,60,"Yes",728.81,35,"SC","T.J. Oshie","NHL","New Jersey Devils",2024,1e+05,"Tech","M","Uber/Taxi","Peanuts","No",4e+05,2,2,0.159695721,0.142256684,0.79,FALSE,26,"Grace",13,"M",500,0,1,"No","Yes","Yes",50.3,1,"Digital",1279.11,0.639007092,0.360992908,1,0.079,"West"
1,"Personal",0,70,45,"Yes",915.41,35,"BD","Alexander Ovechkin","NHL","Washington Capitals",1996,60000,"Tech","M","Public","Specialty","No",1850000,2,2,0,0.3,0.98,FALSE,76,"Emma",22,"M",500,3,0,"No","No","Yes",1007.56,29,"Digital",2422.97,0.865957447,0.134042553,0.7,0.061,"DCArea"
1,"Personal",0,58,30,"Yes",848.09,38,"AD","Alexander Ovechkin","NHL","Washington Capitals",2007,60000,"Manufact","M","Public","Soda","No",2600000,3,2,0.010159074,0.303048467,0.724886491,FALSE,69,"Frank",11.5,"M",500,3,0.53,"No","No","No",0,18,"Digital",1348.09,0.868794326,0.131205674,0.76,0.035,"DCArea"
1,"Personal",0,98,60,"Yes",1112.52,37,"BD","Sonny Milano","NHL","Washington Capitals",2019,45000,"Finance","M","Uber/Taxi","Beer","No",3200000,1,4,0.009153715,0.092395952,0.861323199,TRUE,50.19048131,"Grace",7,"M",0,1,0,"No","Yes","No",101.36,1,"Digital",1213.88,0.461702128,0.538297872,0.7,0.006,"DCArea"
1,"Personal",0,63,-15,"Yes",1174.08,37,"PHD","Trevor van Riemsdyk","Other","Washington Capitals",2003,1e+05,"Health","M","Other","Popcorn","No",1950000,1,4,0.025895,0.098128912,0.9,FALSE,59,"Frank",21.5,"M",2427.05,3,0,"Yes","No","Yes",767.56,22,"Digital",4368.69,0.763829787,0.236170213,0.99,0.174,"DCArea"
1,"Personal",0,73,30,"Yes",749.8,32,"HS","T.J. Oshie","Other","Washington Capitals",1993,85000,"Finance","M","Uber/Taxi","Soda","No",2500000,1,2,0.182227538,0.030692108,0.98,FALSE,50,"Emma",13,"M",1437.25,3,1,"No","No","Yes",0,32,"Digital",2187.05,0.660283688,0.339716312,0.65,0.107,"DCArea"
0,"Personal",0,31,30,"Yes",1182.22,85,"MD","Ethen Frank","NHL","Washington Capitals",2012,65000,"Finance","M","Public","Burger","No",4e+05,2,4,0.131998188,0.006094951,0.070593478,FALSE,68,"David",7.5,"M",0,5,0.14,"No","No","Yes",456.19,13,"Physical",1638.41,0.790780142,0.209219858,0.36,0.041,"Midwest"
1,"Personal",0,94,45,"Yes",757.1,1,"AD","T.J. Oshie","Other","Washington Capitals",1993,155000,"Gov","S","Other","Hot Dog","No",1200000,1,2,0.042508484,0.01,0.899152283,FALSE,72,"David",21,"M",2215.7125,2,0.6,"No","No","Yes",1015.47,32,"Digital",3988.2825,0.692198582,0.307801418,0.39,0.115,"DCArea"
0,"Personal",0,26,30,"Yes",687.86,240,"PHD","T.J. Oshie","Other","Washington Capitals",2019,65000,"Manufact","M","Uber/Taxi","Beer","No",250000,2,2,0.290908492,0.065048619,0.107380934,FALSE,57,"Other",8,"M",500,1,0.43,"Yes","No","Yes",0,6,"Digital",1187.86,0.484397163,0.515602837,0.98,0.083,"South"
1,"Personal",0,55,30,"No",2064.86,85,"SC","T.J. Oshie","Other","Philadelphia Flyers",2005,130000,"Finance","M","Car","Popcorn","No",2400000,7,6,0.060470188,0.013125468,0.075883345,FALSE,48,"Emma",14,"F",0,4,0.19,"No","No","Yes",701.48,20,"Digital",2766.34,0.379432624,0.620567376,0.66,0.11,"Northeast"
1,"Business",0,52,45,"Yes",1252.27,37,"AD","John Carlson","NHL","Washington Capitals",2009,80000,"Tech","M","Car","Hot Dog","No",750000,3,4,0.094571505,0.125313096,0.60414152,FALSE,22,"Frank",8,"M",0,3,0.37,"No","No","No",0,16,"Digital",1252.27,0.95106383,0.04893617,0.7,0.179,"DCArea"
0,"Business",0,53,30,"Yes",1114.45,240,"MD","Sonny Milano","NHL","Washington Capitals",2025,125000,"Tech","M","Uber/Taxi","Hot Dog","No",1550000,2,4,0.057445741,0.285862204,0.459730073,FALSE,48,"Grace",7.5,"M",1201.39,3,0.22,"Yes","No","Yes",86.94,1,"Digital",2402.78,0.74964539,0.25035461,0.54,0.034,"South"
0,"Shared",0,60,-60,"Yes",528.83,197,"BD","Nic Dowd","NHL","Washington Capitals",2006,70000,"Tech","U","Public","Beer","No",950000,0,1,0.05180213,0.01,0.119526829,FALSE,69,"Grace",12.5,"F",1184.52,2,0,"Yes","No","Yes",655.69,19,"Digital",2369.04,0.439716312,0.560283688,0.5,0.085,"South"
1,"Personal",0,61,45,"Yes",755.17,3,"HS","Alexander Ovechkin","Other","Washington Capitals",2014,125000,"Tech","M","Uber/Taxi","Specialty","No",1800000,1,2,0.141412358,0.120582006,0.702116209,FALSE,40,"Frank",12.5,"M",1887.925,2,0.62,"No","No","Yes",0,11,"Digital",2643.095,0.673049645,0.326950355,0.77,0.072,"DCArea"
0,"Personal",0,30,60,"Yes",953.14,32,"BD","John Carlson","NHL","Philadelphia Flyers",2024,115000,"Gov","U","Car","Burger","No",1100000,1,2,0.023799368,0.071247486,0.122974238,FALSE,74.6223461,"Alice",7,"M",0,2,0,"Yes","No","No",65.52,1,"Digital",1018.66,0.744680851,0.255319149,0.9,0.115,"Midwest"
1,"Personal",0,69,-30,"Yes",797.38,27,"BD","Alexander Ovechkin","NHL","Washington Capitals",2003,50000,"Finance","M","Public","Popcorn","No",4450000,0,2,0.055850596,0.024958381,0.603374696,FALSE,65,"David",16.5,"M",1952.0625,2,0.31,"No","No","Yes",764.27,22,"Digital",3513.7125,0.566666667,0.433333333,0.57,0.036,"DCArea"
1,"Personal",0,72,45,"Yes",905.64,85,"AD","Alexander Ovechkin","Other","Philadelphia Flyers",2010,75000,"Gov","M","Car","Soda","No",2550000,0,4,0.00565348,0.064960375,0.031790796,FALSE,71,"Frank",12,"M",500,2,0.29,"No","Yes","Yes",522.39,15,"Physical",1928.03,0.464539007,0.535460993,0.81,0.031,"South"
1,"Personal",0,80,15,"Yes",855.03,32,"SC","Alexander Ovechkin","Other","Washington Capitals",2023,110000,"Manufact","M","Car","Beer","No",1e+06,0,4,0.110290919,0.166984332,0.815893,FALSE,69.21607566,"Grace",9,"F",500,0,0,"Yes","No","Yes",117.76,2,"Digital",1472.79,0.322695035,0.677304965,0.26,0.118,"DCArea"
1,"Shared",0,51,45,"Yes",838.95,27,"BD","Dylan Strome","Other","Washington Capitals",2014,160000,"Finance","M","Car","Beer","No",2300000,2,2,0,0.3,0.783640571,TRUE,63.06775518,"Ivy",11.5,"M",1152.4875,1,0.28,"No","No","No",83.04,1,"Digital",2074.4775,0.917021277,0.082978723,0.68,0.076,"DCArea"
1,"Personal",0,92,30,"Yes",909.79,144,"BD","Connor McMichael","NHL","Washington Capitals",2014,90000,"Gov","D","Uber/Taxi","Specialty","No",1050000,0,2,0.080050879,0.010407443,0.81,FALSE,56,"Frank",13,"M",0,1,0.16,"Yes","No","Yes",383.77,11,"Digital",1293.56,0.537588652,0.462411348,0.67,0.11,"South"
1,"Personal",0,40,30,"Yes",1926.44,120,"AD","Alexander Ovechkin","NHL","Philadelphia Flyers",2006,140000,"Health","M","Public","Beer","No",850000,3,6,0.182985446,0.016416557,0.194605063,FALSE,72,"Frank",27,"M",500,1,0,"Yes","No","No",3333.97,19,"Digital",5760.41,0.824822695,0.175177305,0.68,0.097,"Northeast"
1,"Personal",0,73,60,"Yes",1617.13,54,"BD","Aliaksei Protas","NHL","Washington Capitals",2001,135000,"Finance","M","Car","Popcorn","No",2450000,1,4,0.14766102,0.019276831,0.87,FALSE,75,"Emma",39,"M",2901.68,1,0.61,"No","No","Yes",4186.23,24,"Digital",8705.04,0.664539007,0.335460993,0.94,0.018,"DCArea"
1,"Personal",0,55,0,"No",976.6,37,"BD","T.J. Oshie","NHL","Washington Capitals",2022,80000,"Gov","M","Car","Specialty","No",1700000,1,2,0.018310525,0.071142548,0.883842453,FALSE,42.36133706,"David",13,"M",1097.94,1,0.22,"No","No","Yes",121.34,3,"Digital",2195.88,0.687234043,0.312765957,0.87,0.074,"DCArea"
0,"Personal",0,77,30,"No",852.82,40,"HS","T.J. Oshie","Other","Philadelphia Flyers",1997,70000,"Manufact","M","Car","Specialty","No",3500000,1,2,0.205158466,0.060341212,0.001848209,FALSE,71,"Frank",6,"F",0,1,0.39,"No","No","No",0,28,"Digital",852.82,0.317021277,0.682978723,0.54,0.125,"Midwest"
1,"Personal",0,80,60,"Yes",1341.17,116,"HS","Alexander Ovechkin","NHL","Philadelphia Flyers",1989,120000,"Health","M","Car","Soda","No",1850000,1,4,0.02158014,0.033281934,0.106650452,FALSE,64,"Frank",24,"M",1295.89,4,0.21,"No","No","No",1250.61,35,"Digital",3887.67,0.610638298,0.389361702,0.65,0.036,"Northeast"
1,"Personal",0,58,30,"Yes",1025.1,1,"PHD","Tom Wilson","Other","Washington Capitals",1996,105000,"Tech","S","Other","Other","No",2700000,3,4,0,0.3,0.970988317,FALSE,38.16095541,"Frank",13.5,"M",1281.375,2,0.57,"No","Yes","Yes",0,29,"Digital",2306.475,0.473758865,0.526241135,0.92,0.082,"DCArea"
1,"Shared",0,90,45,"Yes",500.25,198,"SC","Dylan Strome","NHL","New Jersey Devils",2011,1e+05,"Finance","M","Public","Hot Dog","No",1700000,0,1,0.075183849,0.039750089,0.091846491,FALSE,28,"Frank",6.5,"M",0,3,0.12,"No","No","No",0,14,"Physical",500.25,0.461702128,0.538297872,0.4,0.073,"Northeast"
1,"Personal",0,73,0,"Yes",0,32,"BD","Tom Wilson","Other","Washington Capitals",2011,80000,"Finance","M","Public","Other","No",350000,0,2,0.085518099,0.01,0.663059687,FALSE,58.56184354,"David",13,"M",0,2,0.38,"No","No","No",486.96,14,"Digital",486.96,0.44893617,0.55106383,0.18,0.077,"DCArea"
1,"Business",0,32,30,"Yes",700.71,32,"BD","Nicklas Backstrom","NHL","Washington Capitals",2025,145000,"Gov","M","Uber/Taxi","Hot Dog","No",750000,1,2,0.001740741,0.089915374,0.760811349,FALSE,45,"Grace",10,"M",1462.15,0,1,"No","No","Yes",69.01,1,"Digital",2231.87,0.702836879,0.297163121,0.8,0.017,"DCArea"
1,"Personal",0,70,45,"No",796.15,85,"SC","Alexander Ovechkin","Other","Other",2014,150000,"Gov","D","Car","Beer","No",1350000,0,2,0.172957215,0.05086226,0.789661591,TRUE,53.30555988,"Ivy",13,"M",0,0,0.27,"No","No","Yes",64.76,1,"Digital",860.91,0.665248227,0.334751773,0.67,0.192,"South"
1,"Personal",0,71,60,"No",1457.79,35,"BD","T.J. Oshie","NHL","Washington Capitals",1999,1e+05,"Tech","M","Uber/Taxi","Beer","No",4350000,2,4,0.047784201,0.144675488,0.693949323,FALSE,73,"David",21,"M",1822.2375,3,0,"No","No","Yes",0,26,"Digital",3280.0275,0.546808511,0.453191489,0.9,0.082,"DCArea"
0,"Personal",0,25,15,"Yes",869.42,251,"SC","Alexander Ovechkin","NHL","Other",2022,65000,"Finance","M","Public","Other","No",250000,1,2,0.200718783,0.027939293,0.129663155,FALSE,71,"David",9,"M",1086.775,0,0.3,"Yes","Yes","No",0,3,"Digital",1956.195,0.812056738,0.187943262,0.96,0.126,"South"
1,"Personal",0,56,30,"Yes",692.52,38,"MD","Tom Wilson","Other","Washington Capitals",2017,130000,"Retail","D","Car","Peanuts","No",350000,1,2,0.040259046,0.105059729,0.731264285,TRUE,76,"David",8,"M",1476.4625,0,0.28,"No","Yes","Yes",88.65,2,"Digital",2257.6325,0.804964539,0.195035461,0.66,0.068,"DCArea"
0,"Personal",0,74,30,"No",1772.91,198,"HS","Alexander Ovechkin","NHL","New Jersey Devils",2013,115000,"Manufact","M","Public","Beer","No",1e+06,2,6,0.107488906,0.008706567,0.093330543,FALSE,77,"David",16,"M",500,4,0.41,"No","No","No",432.29,12,"Digital",2705.2,0.610638298,0.389361702,0.85,0.072,"Northeast"
0,"Personal",0,32,30,"Yes",965.07,187,"AD","Alexander Ovechkin","NHL","New Jersey Devils",2021,75000,"Gov","M","Car","Specialty","No",5e+05,1,2,0.00996402,0.045890898,0.607707296,FALSE,47,"David",10,"M",1382.25,1,0.13,"Yes","Yes","Yes",140.73,3,"Digital",2488.05,0.45177305,0.54822695,0.74,0.096,"Northeast"
0,"Personal",0,47,45,"Yes",1324.3,132,"HS","Rasmus Sandin","Other","Other",2017,60000,"Gov","M","Public","Burger","No",1950000,1,4,0.021334569,0.081864375,0.114966451,FALSE,33,"Other",20,"M",2007.275,1,0.11,"No","Yes","No",281.52,8,"Digital",3613.095,0.830496454,0.169503546,0.9,0.039,"Midwest"
1,"Personal",0,71,15,"Yes",958.14,85,"BD","Tom Wilson","NHL","Other",2007,55000,"Gov","M","Other","Peanuts","No",2e+06,2,2,0.035013641,0.048172716,0.106411923,FALSE,61,"David",15,"M",500,3,1,"No","No","No",622.57,18,"Digital",2080.71,0.463120567,0.536879433,0.98,0.078,"South"
0,"Personal",0,35,-60,"Yes",809.34,136,"BD","T.J. Oshie","NHL","Other",2010,75000,"Finance","M","Public","Soda","No",850000,3,2,0.27294972,0.007265446,0.199289342,FALSE,74.9371432,"Emma",13.5,"M",1660.9625,2,0.3,"No","Yes","No",519.43,15,"Digital",2989.7325,0.385106383,0.614893617,0.58,0.189,"Midwest"
1,"Personal",0,65,30,"Yes",968.84,3,"HS","Dylan Strome","NHL","Washington Capitals",2021,45000,"Hosp","M","Public","Beer","No",950000,0,2,0.262254505,0.186600677,0.901492468,FALSE,49.20095137,"Frank",13,"M",0,0,0.21,"Yes","Yes","No",0,4,"Digital",968.84,0.653191489,0.346808511,0.85,0.209,"DCArea"
1,"Personal",0,97,45,"No",933.22,32,"MD","Alexander Ovechkin","NHL","Washington Capitals",2016,130000,"Finance","M","Public","Hot Dog","No",1700000,0,2,0.005551874,0.045539611,0.88,FALSE,33,"Other",7.5,"M",500,2,0.26,"Yes","No","No",315.54,9,"Digital",1748.76,0.795035461,0.204964539,1,0.028,"DCArea"
1,"Personal",0,67,45,"Yes",884.37,1,"AD","Tom Wilson","NHL","Washington Capitals",2015,90000,"Tech","M","Uber/Taxi","Burger","No",2050000,2,2,0.260936554,0.050683718,0.932417555,FALSE,74,"Emma",8.5,"M",500,1,0,"Yes","No","No",0,10,"Digital",1384.37,0.646099291,0.353900709,0.8,0.224,"DCArea"
1,"Business",0,88,60,"Yes",1195.34,54,"BD","T.J. Oshie","Other","Washington Capitals",1977,55000,"Tech","D","Public","Soda","No",2100000,1,4,0.023430752,0.01,0.446161803,FALSE,57,"Frank",17.5,"M",0,1,0,"No","No","No",1665.97,48,"Digital",2861.31,0.404255319,0.595744681,1,0.09,"DCArea"
1,"Personal",0,31,45,"No",649.37,187,"BD","Dylan Strome","NHL","New Jersey Devils",2024,60000,"Tech","M","Car","Beer","No",5e+05,2,2,0.045452288,0.020468856,0.98,FALSE,46.66360826,"Grace",8,"F",1311.7125,2,0.4,"No","Yes","Yes",0,1,"Digital",1961.0825,0.854609929,0.145390071,0.71,0.073,"Northeast"
0,"Shared",0,50,30,"No",1268.84,199,"MD","T.J. Oshie","NHL","New Jersey Devils",2023,45000,"Tech","M","Other","Soda","No",2050000,1,4,0.003970176,0.035436118,0.190576387,FALSE,59,"Grace",10,"F",500,1,0.13,"Yes","No","No",0,2,"Digital",1768.84,0.282978723,0.717021277,0.22,0.064,"South"
0,"Personal",0,98,30,"Yes",1307.95,38,"SC","Martin Fehervary","NHL","Washington Capitals",2025,1e+05,"Tech","M","Public","Popcorn","No",1350000,0,4,0.220035783,0.129007681,0.630565793,FALSE,31.19834308,"Ivy",8,"M",500,0,0.5,"No","No","Yes",0,1,"Digital",1807.95,0.970921986,0.029078014,0.97,0.228,"DCArea"
0,"Personal",0,62,-30,"Yes",907.28,201,"MD","Connor McMichael","NHL","Other",2019,85000,"Tech","M","Public","Burger","No",1350000,0,2,0.041211707,0.06549699,0.108078519,FALSE,69.23187549,"Other",9,"M",500,2,0.13,"No","No","No",202.38,6,"Physical",1609.66,0.844680851,0.155319149,0.75,0.007,"South"
1,"Personal",0,79,60,"No",951.44,198,"HS","Dylan Strome","NHL","New Jersey Devils",2022,110000,"Finance","M","Uber/Taxi","Popcorn","No",3550000,0,2,0.040097962,0.01,0.610046247,FALSE,69,"Alice",13.5,"F",1328.225,0,0.2,"No","No","No",111.14,3,"Digital",2390.805,0.617730496,0.382269504,0.7,0.149,"Northeast"
1,"Personal",0,47,0,"Yes",817.16,1,"BD","Hunter Shepard","NHL","Washington Capitals",2011,75000,"Tech","M","Car","Hot Dog","No",1150000,4,2,0.012880681,0.185676251,0.95,FALSE,46,"Frank",17.5,"M",1630.3,1,0.3,"Yes","No","Yes",487.08,14,"Digital",2934.54,0.492907801,0.507092199,0.91,0.012,"DCArea"
0,"Business",0,84,45,"Yes",1791.48,132,"SC","Tom Wilson","NHL","Other",2012,125000,"Tech","M","Other","Popcorn","No",3750000,0,6,0.026130458,0.024589208,0.07094408,FALSE,26,"Frank",24,"M",2252.21,4,0.38,"No","No","No",460.73,13,"Physical",4504.42,0.555319149,0.444680851,0.48,0.13,"West"
1,"Personal",0,55,30,"Yes",996.59,85,"PHD","Logan Thompson","NHL","Washington Capitals",1997,125000,"Tech","M","Car","Soda","No",1300000,2,2,0.000497056,0.017476857,0.005684434,FALSE,28,"David",14.5,"M",500,3,0.1,"Yes","Yes","No",968.24,28,"Digital",2464.83,0.358156028,0.641843972,0.51,0.004,"South"
1,"Personal",0,82,15,"Yes",978.36,1,"BD","John Carlson","Other","Washington Capitals",2016,110000,"Finance","M","Uber/Taxi","Hot Dog","No",1450000,0,4,0.021929013,0.106488406,0.84254036,TRUE,74.95757898,"Alice",7,"M",1376.5875,1,0.5,"Yes","No","No",122.91,2,"Digital",2477.8575,0.378723404,0.621276596,0.36,0.202,"DCArea"
1,"Personal",0,26,30,"No",1808.72,32,"PHD","Brandon Duhaime","NHL","Washington Capitals",2024,75000,"Gov","D","Car","Hot Dog","No",350000,2,8,0.060484838,0.06105096,0.887684344,FALSE,64.27799035,"Grace",7,"F",0,2,0.35,"No","Yes","Yes",116.01,1,"Digital",1924.73,0.69929078,0.30070922,0.69,0.06,"DCArea"
1,"Personal",0,97,30,"Yes",857.42,37,"MD","Nic Dowd","Other","Washington Capitals",2019,90000,"Gov","U","Public","Burger","No",1250000,0,2,1,0,0.80886713,FALSE,73,"Frank",8.5,"M",0,1,0.18,"Yes","No","No",216.32,6,"Digital",1073.74,0.513475177,0.486524823,0.91,0.47,"DCArea"
1,"Personal",0,50,-15,"Yes",647.17,1,"HS","Alexander Ovechkin","NHL","Washington Capitals",2013,105000,"Tech","M","Car","Beer","No",950000,2,2,0,0.3,0.664566217,FALSE,39,"David",11,"M",808.9625,5,0,"Yes","Yes","No",0,12,"Digital",1456.1325,0.813475177,0.186524823,0.74,0.013,"DCArea"
0,"Personal",0,55,15,"Yes",1208.78,132,"AD","Tom Wilson","NHL","Other",1990,115000,"Finance","M","Public","Beer","No",3e+06,1,4,0.012699453,0.016256628,0.053765985,FALSE,70,"Emma",19.5,"M",1510.975,3,0.56,"Yes","No","No",0,35,"Digital",2719.755,0.582269504,0.417730496,1,0.037,"Midwest"
0,"Personal",0,86,30,"Yes",855.37,132,"BD","Alexander Ovechkin","NHL","Other",1997,70000,"Gov","M","Public","Other","No",2900000,0,2,0.009305786,0.054564037,0.176668802,FALSE,19,"David",8,"M",500,2,0.59,"No","Yes","Yes",0,28,"Digital",1355.37,0.969503546,0.030496454,0.89,0.043,"Midwest"
1,"Personal",0,25,45,"Yes",756.13,247,"BD","Dylan Strome","Other","Other",2019,70000,"Finance","M","Car","Burger","No",850000,0,2,0.031927611,0.064416536,0.84,FALSE,53.33388369,"Grace",10,"M",1445.1625,1,0.38,"No","Yes","Yes",0,6,"Digital",2201.2925,0.966843972,0.033156028,0.96,0.088,"South"
1,"Shared",0,64,30,"Yes",658.63,3,"SC","Hunter Shepard","Other","Washington Capitals",2000,80000,"Manufact","M","Public","Beer","No",3300000,1,2,0.206286111,0.026654747,0.84,FALSE,70,"Emma",7,"M",0,3,0.34,"No","Yes","Yes",0,25,"Physical",658.63,0.59929078,0.40070922,0.91,0.265,"DCArea"
0,"Personal",0,95,30,"Yes",1304.6,240,"PHD","Taylor Raddysh","NHL","Other",2000,110000,"Finance","M","Uber/Taxi","Specialty","No",2300000,1,4,0.092909483,0.046098665,0.040470468,FALSE,720,"Emma",12,"M",1304.6,1,0.46,"Yes","No","No",0,25,"Digital",2609.2,0.258865248,0.741134752,0.21,0.006,"Northeast"
