Cust_ID,tenure,Rejoined_STH,DistA,PerUsed,PerTransf,PerSold,NumSeats,Mult_Loc,Sex,Educational_Level,Age,Marital,Job_Sector,Num_Children,State_Name,Mode_of_Transport,Favorite_Caps_Player,Favorite_Team,Favorite_Sport,UnempRate,InfRate,Survey_Comp,Team_Network_Sub,Rep_Name,STH_Attended,Rep_Calls,Rep_Visits,Arrival_Time,Team_B_STH,Team_C_STH,Total Spent,Net_Worth_True,HouseHold_Income_True,NHL_Team_Record,Playoffs,Last_Team_Championship,ticket_form,Weekday_Attended,Weekday_Sold,First_Year_STH,Weekend Attended,Weekend Sold,Additional_Seats,Seating_Location,Auto_Renew_STH,Account_Type,Y01
753129686,3,FALSE,27,0.76512492,0.036054362,0.114433294,2,No,M,BD,30,NA,Gov,2,Virginia,Car,T.J. Oshie,Washington Capitals,NHL,0.042,0.023,0.42,Yes,Grace,2,53,2,45,No,No,806.5,1750000,NA,51-22-9,Yes,2018,Digital,0.873049645,0.126950355,2022,1,0.103,0,415,Yes,Personal,1
873397274,23,FALSE,120,0.180299103,0.082984922,0.002578772,2,No,M,NA,64,M,NA,1,Pennsylvania,NA,NA,Philadelphia Flyers,NA,0.042,0.023,0.36,No,Emma,2,46,16,30,NA,NA,3371.085,NA,NA,51-22-9,Yes,2018,Digital,0.443262411,0.556737589,2002,0.91,0.131,0,411,Yes,Personal,1
999072639,17,FALSE,NA,0.113834995,0.035963007,0.044119983,2,No,M,NA,NA,M,NA,3,Nebraska,NA,NA,Buffalo Sabres,NA,0.042,0.023,0.36,No,Frank,2,52,12,-15,NA,NA,1980.57,750000,NA,51-22-9,Yes,2018,Digital,0.572340426,0.427659574,2008,0.79,0.013,0,121,No,Personal,0
911430926,3,FALSE,189,0.618307011,0.148739427,0.364136396,4,No,M,SC,29,M,Gov,2,New Jersey,Car,Alexander Ovechkin,New Jersey Devils,NHL,0.042,0.023,0,No,NA,4,58,6,30,Yes,No,1436.4,NA,120000,51-22-9,Yes,2018,Digital,0.429078014,0.570921986,2022,0.91,0.435,0,Club,Yes,Personal,1
168814174,1,FALSE,3,0.712669507,0.3,0,2,No,M,NA,NA,M,NA,0,District of Columbia,NA,NA,Washington Capitals,NA,0.042,0.023,0,No,Ivy,1,44.78997957,9.5,60,NA,NA,2075.8725,NA,NA,51-22-9,Yes,2018,Digital,0.643262411,0.356737589,2024,0.79,0.022,0,205,No,Personal,1
516768691,6,FALSE,85,0.684626381,0.052901864,0.264418405,4,No,M,NA,74,M,NA,2,Delaware,NA,NA,New York Rangers,NA,0.042,0.023,0.3,No,Frank,4,32.99049969,6,30,NA,NA,1121.55,1300000,NA,51-22-9,Yes,2018,Physical,0.905673759,0.094326241,2019,0.89,0.29,0,Club,Yes,Business,1
941186779,16,FALSE,35,0.643909688,0.032146294,0.004548607,2,No,M,NA,81,M,NA,1,Maryland,NA,NA,Washington Capitals,NA,0.042,0.023,0.28,No,David,1,68,13,15,NA,NA,1880.8425,NA,NA,51-22-9,Yes,2018,Digital,0.721276596,0.278723404,2009,0.24,0.024,0,Club,Yes,Personal,1
895984864,14,FALSE,144,0.007,0.034,0.039,8,Y,M,BD,NA,U,Finance,1,Pennsylvania,Car,Anthony Beauvillier,Philadelphia Flyers,MLB,0.042,0.023,0.31,Yes,David,3,71,19,30,No,No,3030.68,1850000,75000,51-22-9,Yes,2018,Digital,1,0,2011,1,0,15,209,Yes,Personal,1
665351203,13,FALSE,37,0.516313177,0.140171317,0.202044129,6,No,M,NA,89,D,NA,0,Maryland,NA,NA,Washington Capitals,NA,0.042,0.023,0,Yes,Frank,3,77,13,30,NA,NA,2353.26,NA,NA,51-22-9,Yes,2018,Digital,0.453900709,0.546099291,2012,1,0.138,0,424,No,Personal,1
747245952,29,FALSE,NA,0.033079701,0.017901398,0.019470355,6,No,M,NA,56,M,NA,3,California,NA,NA,Anaheim Ducks,NA,0.042,0.023,0.18,No,David,3,66,21,15,NA,NA,4102.83,NA,85000,51-22-9,Yes,2018,Digital,0.89858156,0.10141844,1996,0.99,0.043,0,Club,Yes,Personal,0
816354751,1,FALSE,198,0.93,0.040445168,0.037689117,2,No,M,HS,26,M,Health,3,New Jersey,Public,Ethen Frank,New Jersey Devils,NHL,0.042,0.023,0.37,No,Grace,0,78,14,30,Yes,Yes,2261.565,NA,NA,51-22-9,Yes,2018,Digital,0.614893617,0.385106383,2025,0.69,0.059,0,Club,No,Personal,0
192811659,1,FALSE,999,0.023549971,0.010653799,0.020454812,2,No,M,NA,64,D,NA,0,North Dakota,NA,NA,Washington Capitals,NA,0.042,0.023,0,Yes,NA,0,13,7,-30,NA,NA,1435.73,NA,NA,51-22-9,Yes,2018,Digital,0.509219858,0.490780142,2024,0.72,0.039,0,Club,No,Personal,0
733566654,1,TRUE,197,0.785270983,0.086289269,0.051017325,2,No,M,HS,35,M,Finance,1,New Jersey,Car,Nic Dowd,New Jersey Devils,Other,0.042,0.023,0.1,No,Alice,1,61.51615728,3,30,Yes,No,703.63,NA,NA,51-22-9,Yes,2018,Digital,0.878723404,0.121276596,2020,0.82,0.052,0,418,No,Personal,0
312982347,1,TRUE,132,0.609914374,0.024768937,0.004389205,2,No,M,BD,29,NA,Tech,3,Pennsylvania,Public,Nicklas Backstrom,Philadelphia Flyers,NHL,0.042,0.023,0.15,No,Alice,1,NA,6,15,No,No,1246.83,50000,NA,51-22-9,Yes,2018,Digital,0.653191489,0.346808511,2016,0.95,0.003,0,405,Yes,Business,1
252792349,3,FALSE,203,0.86,0.181290624,0.023182163,6,No,M,MD,94,M,Gov,1,New York,Public,Alexander Ovechkin,New York Rangers,NHL,0.042,0.023,0,Yes,NA,3,74,19,15,No,No,4442.49,NA,120000,51-22-9,Yes,2018,Digital,0.406382979,0.593617021,2022,0.63,0.061,0,Club,No,Personal,1
264901506,32,FALSE,1,0.706406823,0.264830554,0.029798778,2,No,F,NA,61,S,NA,0,District of Columbia,NA,NA,Washington Capitals,NA,0.042,0.023,0.2,No,Frank,2,NA,36,-30,NA,NA,8878.5,NA,110000,51-22-9,Yes,2018,Digital,0.524822695,0.475177305,1993,0.75,0.115,0,401,Yes,Personal,1
475669466,4,FALSE,32,0.851869247,0.047265662,0.089573512,4,No,M,BD,50,S,Gov,0,Virginia,Car,Nicklas Backstrom,Washington Capitals,NHL,0.042,0.023,0,No,Ivy,3,62,5,30,No,No,1018.69,NA,NA,51-22-9,Yes,2018,Digital,0.672340426,0.327659574,2021,0.82,0.036,0,431,Yes,Personal,1
906671362,3,FALSE,132,0.576514884,0.037408017,0.000949235,1,No,M,NA,29,M,NA,3,Pennsylvania,NA,NA,Philadelphia Flyers,NA,0.042,0.023,0,Yes,Grace,0,70.86381023,5,15,NA,NA,599.32,NA,NA,51-22-9,Yes,2018,Digital,0.511347518,0.488652482,2022,0.75,0.026,0,404,Yes,Shared,0
853575612,3,FALSE,124,0.609991166,0.053483366,0.316301265,2,No,F,NA,93,D,NA,0,Pennsylvania,NA,NA,Philadelphia Flyers,NA,0.042,0.023,0.23,No,Grace,1,48,6,45,NA,NA,1382.99,NA,NA,51-22-9,Yes,2018,Physical,0.428368794,0.571631206,2022,0.61,0.314,0,421,Yes,Shared,1
648350011,4,FALSE,999,0.171725919,0.140632765,0.028917467,4,No,M,NA,50,M,NA,2,Arizona,NA,NA,Arizona Coyotes,NA,0.042,0.023,0.52,Yes,NA,0,78,13,45,NA,NA,3090.5775,NA,90000,51-22-9,Yes,2018,Digital,0.70141844,0.29858156,2021,0.87,0.029,0,Suite,Yes,Personal,0
161132412,8,FALSE,999,0.186952162,0.102080291,0.080960751,4,No,M,NA,76,M,NA,2,Iowa,NA,NA,Washington Capitals,NA,0.042,0.023,0.56,No,Frank,2,48,15,60,NA,NA,3654.99,5050000,NA,51-22-9,Yes,2018,Digital,0.670212766,0.329787234,2017,0.66,0.037,0,Suite,Yes,Shared,0
972306504,13,FALSE,32,0.728371577,0.267556,0.04810127,2,No,NA,NA,89,S,NA,0,Virginia,NA,NA,Washington Capitals,NA,0.042,0.023,0.31,No,Frank,2,57,13,45,NA,NA,2658.51,NA,NA,51-22-9,Yes,2018,Physical,0.672340426,0.327659574,2012,0.72,0.042,0,Suite,Yes,Personal,1
895410713,1,FALSE,999,0.93,0,1,2,No,NA,NA,25,M,NA,2,Wisconsin,NA,NA,Washington Capitals,NA,0.042,0.023,0.42,No,Grace,4,NA,15,30,NA,NA,1975.815,NA,NA,51-22-9,Yes,2018,Digital,0.972340426,0.027659574,2024,1,0.392,0,Club,Yes,Personal,0
331565972,22,FALSE,999,0.086975686,0.017047519,0.125006368,4,No,M,NA,92,U,NA,0,Vermont,NA,NA,Washington Capitals,NA,0.042,0.023,0.36,No,Frank,3,26,21.5,15,NA,NA,4463.3025,NA,NA,51-22-9,Yes,2018,Physical,0.584397163,0.415602837,2003,0.66,0.048,0,207,No,Personal,0
836306758,5,FALSE,35,0.745787202,0.0529337,0.079669378,4,No,NA,NA,32,M,NA,2,Maryland,NA,NA,Washington Capitals,NA,0.042,0.023,0.52,No,NA,5,54.37503437,8.5,30,NA,NA,1138.4,4.00E+05,75000,51-22-9,Yes,2018,Digital,0.856028369,0.143971631,2020,0.54,0.084,0,223,Yes,Personal,1
807797212,12,FALSE,NA,0.86,0.012793339,0.056411696,4,No,M,NA,63,NA,NA,0,Pennsylvania,NA,NA,Philadelphia Flyers,NA,0.042,0.023,0.18,Yes,David,3,67,15,60,NA,NA,1274.05,NA,60000,51-22-9,Yes,2018,Digital,0.596453901,0.403546099,2013,1,0.047,0,Club,Yes,Business,1
743417834,1,FALSE,999,0.110730559,0.003772226,0.171186242,2,No,M,NA,38,M,NA,4,Vermont,NA,NA,Washington Capitals,NA,0.042,0.023,0.5,No,Alice,0,76.08545392,5,45,NA,NA,818.91,NA,95000,51-22-9,Yes,2018,Digital,0.691489362,0.308510638,2024,0.76,0.076,0,118,No,Personal,0
218321091,12,FALSE,189,0.082276483,0.020771026,0.073555262,2,No,M,NA,NA,NA,NA,1,New Jersey,NA,NA,New Jersey Devils,NA,0.042,0.023,0.33,No,David,1,70,7,30,NA,NA,1478.2725,NA,NA,51-22-9,Yes,2018,Digital,0.807801418,0.192198582,2013,0.92,0.024,0,424,Yes,Personal,1
605821862,2,FALSE,32,0.880629963,0.036409746,0.089213051,2,No,M,BD,24,M,Gov,1,Virginia,Public,Sonny Milano,Washington Capitals,MLB,0.042,0.023,0.13,No,Grace,0,25.59237603,7.5,30,No,Yes,2227.7025,NA,NA,51-22-9,Yes,2018,Digital,0.80070922,0.19929078,2023,0.77,0.188,0,213,Yes,Personal,1
494384555,48,FALSE,3,0.768937546,0.065628941,0.046209031,2,No,M,NA,93,M,NA,0,District of Columbia,NA,NA,Washington Capitals,NA,0.042,0.023,0,No,Emma,5,73,10,30,NA,NA,874.76,3050000,NA,51-22-9,Yes,2018,Physical,0.519858156,0.480141844,1977,0.78,0.044,0,Club,Yes,Business,1
865790447,44,FALSE,NA,0.9,0.3,0,2,No,M,NA,68,M,NA,1,Virginia,NA,NA,Washington Capitals,NA,0.042,0.023,0.12,No,Frank,7,14,NA,30,NA,NA,3697.86,3350000,120000,51-22-9,Yes,2018,Physical,0.492907801,0.507092199,1981,0.61,0.043,0,205,Yes,Personal,1
300732198,13,FALSE,54,0.501946939,0.072854486,0.016491662,4,No,M,NA,73,M,NA,0,Virginia,NA,NA,Washington Capitals,NA,0.042,0.023,0.42,Yes,David,0,59,NA,15,NA,NA,3757.78,NA,85000,51-22-9,Yes,2018,Digital,0.980851064,0.019148936,2012,0.78,0.08,0,Suite,Yes,Personal,1
391710572,47,FALSE,3,0.699913909,0.074664749,0.068607803,2,No,M,MD,88,M,Tech,1,District of Columbia,Car,Jakob Chychrun,Washington Capitals,NHL,0.042,0.023,0.21,No,Frank,1,66,15.5,45,Yes,No,2455.93,NA,NA,51-22-9,Yes,2018,Digital,0.684397163,0.315602837,1978,0.91,0.024,0,219,Yes,Shared,1
190044332,13,FALSE,NA,0.07094408,0.024589208,0.026130458,6,No,M,NA,84,M,NA,0,Idaho,NA,NA,Boston Bruins,NA,0.042,0.023,0.38,No,Frank,4,26,24,45,NA,NA,4504.42,NA,125000,51-22-9,Yes,2018,Physical,0.555319149,0.444680851,2012,0.48,0.13,0,Club,Yes,Business,0
340538730,3,FALSE,32,0.851455829,0.049903058,0.03758087,2,No,M,HS,27,M,Gov,1,Virginia,Walk,Nicklas Backstrom,Washington Capitals,NHL,0.042,0.023,0.57,No,Emma,0,50.47665268,4.5,30,No,Yes,1051.79,NA,NA,51-22-9,Yes,2018,Digital,0.358156028,0.641843972,2022,0.71,0.082,0,205,Yes,Shared,1
988638795,1,TRUE,999,0.261800318,0.144364633,0.004369779,2,No,M,NA,29,NA,NA,3,Oklahoma,NA,NA,Washington Capitals,NA,0.042,0.023,0,Yes,Ivy,1,48.72036639,6,30,NA,NA,832.15,3.00E+05,NA,51-22-9,Yes,2018,Digital,0.646099291,0.353900709,2016,0.65,0.057,0,421,No,Personal,0
727910525,28,FALSE,2,0.804068771,0.019481346,0.177076928,2,No,M,NA,93,M,NA,NA,District of Columbia,NA,NA,Washington Capitals,NA,0.042,0.023,0.2,Yes,David,3,68,40.5,60,NA,NA,8614.95,550000,NA,51-22-9,Yes,2018,Digital,0.487234043,0.512765957,1997,0.79,0.132,0,203,Yes,Personal,1
462312829,5,FALSE,1,0.757,0.126,0.009,7,Y,F,NA,37,S,NA,1,District of Columbia,NA,NA,Washington Capitals,NA,0.042,0.023,0.18,No,Emma,2,32.2456404,15,30,NA,NA,4032.705,NA,95000,51-22-9,Yes,2018,Digital,1,0,2020,1,0,7,201,No,Personal,1
584170632,10,FALSE,3,0.877368233,0,1,4,No,M,NA,28,NA,NA,2,District of Columbia,NA,NA,Washington Capitals,NA,0.042,0.023,0.38,Yes,Ivy,1,61,9,30,NA,NA,1344.37,NA,NA,51-22-9,Yes,2018,Digital,0.935460993,0.064539007,2015,0.87,0.291,0,433,Yes,Personal,1
422189810,1,TRUE,28,0.645146148,0.040049025,0.01587123,2,No,M,AD,55,M,Tech,1,Virginia,Uber/Taxi,T.J. Oshie,Washington Capitals,NBA,0.042,0.023,0.41,Yes,Ivy,3,NA,NA,30,No,No,1939.59,8.00E+05,NA,51-22-9,Yes,2018,Digital,0.439007092,0.560992908,2019,0.82,0.098,0,202,Yes,Personal,1
282800392,3,FALSE,32,0.934390706,0.01174655,0.373393341,2,No,M,MD,55,M,Gov,4,Virginia,Uber/Taxi,Connor McMichael,Washington Capitals,NHL,0.042,0.023,0.14,Yes,Jack,0,69,3,30,No,No,972.29,NA,NA,51-22-9,Yes,2018,Digital,0.473049645,0.526950355,2022,0.99,0.506,0,Suite,Yes,Personal,1
154566960,6,FALSE,999,0.104404788,0.053724708,0.025854161,4,No,M,NA,93,M,NA,1,New Hampshire,NA,NA,Washington Capitals,NA,0.042,0.023,0.26,No,David,3,73,12,60,NA,NA,1937,1400000,NA,51-22-9,Yes,2018,Digital,0.80212766,0.19787234,2019,1,0.086,0,Club,Yes,Personal,0
238344878,4,FALSE,999,0.037055405,0.010928912,0.262717606,2,No,M,NA,27,D,NA,4,Wyoming,NA,NA,Philadelphia Flyers,NA,0.042,0.023,0.3,Yes,Emma,1,53.61582725,15,45,NA,NA,2118.285,NA,120000,51-22-9,Yes,2018,Digital,0.592907801,0.407092199,2021,0.74,0.1,0,Club,Yes,Personal,0
905863985,28,FALSE,32,0.92,0.045757209,0.073235029,2,No,M,NA,92,M,NA,0,Virginia,NA,NA,Washington Capitals,NA,0.042,0.023,0.12,No,Frank,2,49,5.5,15,NA,NA,1231.06,NA,NA,51-22-9,Yes,2018,Physical,0.380851064,0.619148936,1997,0.24,0.126,0,227,Yes,Shared,1
964270246,35,FALSE,135,0.127283036,0.033190653,0.057250394,4,No,M,NA,92,M,NA,1,Pennsylvania,NA,NA,Philadelphia Flyers,NA,0.042,0.023,0,Yes,Emma,4,62,19,15,NA,NA,3486.12,1100000,NA,51-22-9,Yes,2018,Digital,0.742553191,0.257446809,1990,0.74,0.073,0,115,Yes,Personal,1
519004957,1,TRUE,32,0.857333123,0.016516053,0.271996164,2,No,M,NA,86,M,NA,0,Virginia,NA,NA,Washington Capitals,NA,0.042,0.023,0.23,Yes,Ivy,0,54.43457471,10.5,30,NA,NA,1865.97,NA,NA,51-22-9,Yes,2018,Digital,0.585106383,0.414893617,2018,0.86,0.372,0,224,Yes,Personal,1
752227554,1,TRUE,0,0.646318796,0.01,0.176827947,2,No,M,NA,NA,D,NA,NA,District of Columbia,NA,NA,Washington Capitals,NA,0.042,0.023,0.39,No,Ivy,1,56,10,60,NA,NA,1357.05,NA,NA,51-22-9,Yes,2018,Digital,0.439716312,0.560283688,2014,0.6,0.176,0,Club,Yes,Personal,1
973972717,NA,FALSE,1,0.923000716,0.075825091,0.164521802,4,No,M,NA,97,M,NA,0,District of Columbia,NA,NA,Washington Capitals,NA,0.042,0.023,0,No,Emma,2,50,6.5,30,NA,NA,1587.22,1350000,NA,51-22-9,Yes,2018,Digital,0.983687943,0.016312057,1997,0.89,0.159,0,202,Yes,Business,1
690731695,18,FALSE,NA,0.6,0.030376455,0.201052534,2,No,M,NA,99,M,NA,1,Delaware,NA,NA,Washington Capitals,NA,0.042,0.023,0.37,No,NA,2,73,17.5,30,NA,NA,2852.8,NA,NA,51-22-9,Yes,2018,Digital,0.695744681,0.304255319,2007,0.9,0.259,0,224,Yes,Personal,1
267206679,13,FALSE,32,0.97,0,1,4,No,F,HS,53,M,Finance,2,Virginia,Walk,Nicklas Backstrom,Washington Capitals,NHL,0.042,0.023,0.22,Yes,David,3,NA,10,30,Yes,No,1457.51,2100000,NA,51-22-9,Yes,2018,Digital,0.796453901,0.203546099,2012,0.63,0.247,0,432,Yes,Personal,1
359124549,1,TRUE,39,0.886569913,0.284296874,0.147348174,2,No,M,NA,25,D,NA,1,Maryland,NA,NA,Washington Capitals,NA,0.042,0.023,0.25,Yes,Alice,2,72,5,-15,NA,NA,823.93,6.00E+05,NA,51-22-9,Yes,2018,Digital,0.307801418,0.692198582,2019,0.46,0.01,0,Club,No,Personal,1
641185870,6,FALSE,136,0.6272441,0,1,2,No,M,NA,28,M,NA,2,Pennsylvania,NA,NA,Philadelphia Flyers,NA,0.042,0.023,0,No,Emma,1,76,6.5,60,NA,NA,1279.37,NA,55000,51-22-9,Yes,2018,Digital,0.553900709,0.446099291,2019,0.75,0.279,0,206,Yes,Personal,1
774084173,16,FALSE,999,0.131115896,0.051189574,0.112386977,2,No,M,BD,89,M,Tech,2,Oklahoma,Walk,Sonny Milano,Washington Capitals,NHL,0.042,0.023,0.16,No,NA,2,68,NA,30,Yes,Yes,1300.49,NA,75000,51-22-9,Yes,2018,Digital,0.481560284,0.518439716,2009,0.82,0.059,0,405,Yes,Personal,0
509323577,23,FALSE,NA,0.553125032,0.01,0.004471965,6,No,NA,HS,63,M,Gov,2,Virginia,Car,Alexander Ovechkin,Washington Capitals,NHL,0.042,0.023,0.32,Yes,Emma,3,46,12,60,No,No,1447.52,NA,NA,51-22-9,Yes,2018,Digital,0.762411348,0.237588652,2002,0.61,0.01,0,409,Yes,Personal,1
996050318,16,FALSE,132,0.101392321,0.028322198,0.192427637,6,No,M,BD,89,M,Manufact,2,Pennsylvania,Uber/Taxi,Tom Wilson,Philadelphia Flyers,NHL,0.042,0.023,0.55,No,Emma,6,73.83030266,29,60,Yes,No,6608.28,NA,NA,51-22-9,Yes,2018,Digital,0.421985816,0.578014184,2009,0.41,0.089,0,400,Yes,Personal,1
117441677,9,FALSE,2,0.892751457,0.200319192,0.227168211,2,No,M,NA,68,M,NA,0,District of Columbia,NA,NA,Washington Capitals,NA,0.042,0.023,0,No,Charlie,0,71,14.5,45,NA,NA,2409.5475,NA,140000,51-22-9,Yes,2018,Digital,0.85177305,0.14822695,2016,1,0.3,0,228,No,Personal,1
711197547,25,FALSE,999,0.177076881,0.035844988,0.017419961,4,No,M,PHD,55,M,Finance,6,Tennessee,Uber/Taxi,Tom Wilson,Nashville Predators,NHL,0.042,0.023,0.44,No,David,5,67,NA,30,Yes,No,6489.33,NA,145000,51-22-9,Yes,2018,Digital,0.827659574,0.172340426,2000,0.89,0.098,0,Suite,Yes,Personal,0
705436116,18,FALSE,35,0.658768157,0.3,0,8,No,M,HS,87,M,Health,0,Maryland,Public,Ryan Leonard,Washington Capitals,NHL,0.042,0.023,0,No,NA,5,40,30,60,No,No,5948.58,NA,65000,51-22-9,Yes,2018,Digital,0.630496454,0.369503546,2007,0.82,0.021,0,117,Yes,Personal,1
406505663,1,FALSE,32,0.847963209,0.196799217,0.031169088,4,No,M,NA,28,M,NA,1,Virginia,NA,NA,Washington Capitals,NA,0.042,0.023,0.27,No,Grace,1,58,10.5,30,NA,NA,1207.33,NA,NA,51-22-9,Yes,2018,Digital,0.765248227,0.234751773,2025,0.57,0.096,0,213,Yes,Personal,1
680875416,1,TRUE,259,0.786348618,0.065702997,0.026042956,2,No,M,NA,30,M,NA,NA,West Virginia,NA,NA,Pittsburgh Penguins,NA,0.042,0.023,0.3,Yes,Ivy,0,48.39578592,10,45,NA,NA,2167.4525,NA,NA,51-22-9,Yes,2018,Digital,0.914184397,0.085815603,2019,0.92,0.012,0,416,Yes,Personal,0
922096488,33,FALSE,999,0.090582162,0.017311088,0.186073984,6,No,M,NA,85,M,NA,0,Connecticut,NA,NA,Pittsburgh Penguins,NA,0.042,0.023,0.31,Yes,Frank,5,35,16,45,NA,NA,3830.82,NA,135000,51-22-9,Yes,2018,Digital,0.633333333,0.366666667,1992,0.73,0.053,0,Club,Yes,Personal,0
385674226,15,FALSE,144,0.096772002,0.08366866,0.044842894,2,No,M,HS,93,M,Tech,1,Pennsylvania,Walk,Alexander Ovechkin,Philadelphia Flyers,NHL,0.042,0.023,0.4,Yes,David,4,57,15,15,Yes,Yes,3099.3525,NA,NA,51-22-9,Yes,2018,Digital,0.724113475,0.275886525,2010,0.95,0.006,0,103,Yes,Personal,0
681206705,3,FALSE,32,0.695826547,0.106744021,0.057734267,4,No,M,NA,40,M,NA,2,Virginia,NA,NA,Washington Capitals,NA,0.042,0.023,0.21,No,Bob,1,66.10505161,12,45,NA,NA,3143.4075,NA,110000,51-22-9,Yes,2018,Digital,0.792198582,0.207801418,2022,0.59,0.152,0,105,Yes,Personal,1
756947869,NA,FALSE,NA,0.556026496,0.067867782,0.016967985,2,No,M,NA,NA,M,NA,0,Virginia,NA,NA,Washington Capitals,NA,0.042,0.023,0.33,Yes,Frank,1,66,25,30,NA,NA,5001.46,NA,NA,51-22-9,Yes,2018,Digital,0.470212766,0.529787234,2004,0.98,0.011,0,Suite,Yes,Personal,1
643064838,12,FALSE,0,0.701418807,0.040570936,0.056480436,2,No,M,AD,68,NA,Finance,0,District of Columbia,Public,Alexander Ovechkin,Washington Capitals,NHL,0.042,0.023,0.05,No,Emma,1,73,19,45,No,No,3141.9675,NA,NA,51-22-9,Yes,2018,Digital,0.364539007,0.635460993,2013,0.71,0.045,0,113,Yes,Personal,1
392952015,10,FALSE,NA,0.611233905,0.092954801,0.089831892,2,No,F,SC,NA,S,Gov,1,Virginia,Public,John Carlson,Washington Capitals,NHL,0.042,0.023,0,Yes,NA,2,57,17.5,60,No,Yes,2181.8525,650000,60000,51-22-9,Yes,2018,Digital,0.357446809,0.642553191,2015,0.71,0.071,0,209,Yes,Personal,1
356849536,36,FALSE,NA,0.842153901,0.01,0.019973086,6,No,M,NA,55,M,NA,5,District of Columbia,NA,NA,Washington Capitals,NA,0.042,0.023,0.58,No,David,2,45,23,15,NA,NA,4155.8625,2100000,75000,51-22-9,Yes,2018,Physical,0.745390071,0.254609929,1989,1,0.066,0,Club,Yes,Personal,1
661864747,3,FALSE,32,0.605089499,0.115219562,0.08302347,2,No,M,NA,NA,U,NA,1,Virginia,NA,NA,Washington Capitals,NA,0.042,0.023,0.27,Yes,Jack,1,30.63314927,9,0,NA,NA,1761.1425,2.00E+05,NA,51-22-9,Yes,2018,Digital,0.534751773,0.465248227,2022,0.51,0.062,0,426,Yes,Personal,1
135613774,1,FALSE,249,0.702030871,0.05760232,0.28546178,2,No,M,NA,23,M,NA,1,West Virginia,NA,NA,Pittsburgh Penguins,NA,0.042,0.023,0.36,No,Alice,2,71,6.5,-30,NA,NA,1654.065,NA,NA,51-22-9,Yes,2018,Digital,0.492907801,0.507092199,2025,0.41,0.303,0,202,Yes,Personal,0
640003644,13,FALSE,NA,0.091373432,0.038005129,0.048523585,2,No,F,NA,71,S,NA,0,West Virginia,NA,NA,Washington Capitals,NA,0.042,0.023,0.22,No,Frank,1,77,12,30,NA,NA,948.53,NA,NA,51-22-9,Yes,2018,Digital,0.329078014,0.670921986,2012,0.61,0.061,0,120,Yes,Personal,1
440131939,1,FALSE,32,0.896025862,0.063772329,0.10902669,4,No,M,NA,33,M,NA,5,Virginia,NA,NA,Washington Capitals,NA,0.042,0.023,0.47,No,Ivy,0,39,8.5,30,NA,NA,1142.58,NA,85000,51-22-9,Yes,2018,Digital,0.80212766,0.19787234,2025,1,0.139,0,220,Yes,Business,1
372119491,14,FALSE,NA,0.602905695,0.175620454,0.008690596,2,No,M,NA,NA,M,NA,1,Maryland,NA,NA,Washington Capitals,NA,0.042,0.023,0.04,No,Frank,2,64,NA,30,NA,NA,1762.25,2150000,NA,51-22-9,Yes,2018,Digital,0.972340426,0.027659574,2011,0.9,0.102,0,Club,Yes,Business,1
880984697,4,FALSE,187,0.97,0.011242041,0.11028263,4,No,M,NA,32,M,NA,1,New Jersey,NA,NA,New Jersey Devils,NA,0.042,0.023,0.37,Yes,David,0,75,16,30,NA,NA,3366.225,9.00E+05,70000,51-22-9,Yes,2018,Digital,0.621985816,0.378014184,2021,0.99,0.131,0,Club,No,Personal,0
180743300,8,FALSE,32,0.78684963,0.071696873,0.008275441,4,No,M,MD,30,M,Tech,3,Virginia,Car,Alexander Alexeyev,Washington Capitals,NHL,0.042,0.023,0,Yes,Frank,6,66.67085301,16,30,No,Yes,1636,1500000,NA,51-22-9,Yes,2018,Digital,0.782269504,0.217730496,2017,0.98,0.107,0,Club,Yes,Personal,1
476940153,12,FALSE,3,0.815278496,0.291336612,0.147747672,2,No,M,MD,32,M,Tech,1,District of Columbia,Car,Alexander Ovechkin,Washington Capitals,NHL,0.042,0.023,0,No,NA,1,NA,12,30,No,No,1984.2125,NA,135000,51-22-9,Yes,2018,Digital,0.592198582,0.407801418,2013,0.66,0.061,0,420,Yes,Personal,1
991027852,1,FALSE,247,0.846,0.065,0.152,7,Yes,M,BD,30,M,Finance,1,West Virginia,Uber/Taxi,Tom Wilson,Washington Capitals,NHL,0.042,0.023,0,No,Grace,6,NA,12,15,Yes,No,2373.72,550000,45000,51-22-9,Yes,2018,Digital,1,0,2025,1,0,18,406,Yes,Personal,0
860342044,4,FALSE,38,0.695191079,0.030076972,0.100193074,2,No,M,NA,NA,NA,NA,1,Maryland,NA,NA,Washington Capitals,NA,0.042,0.023,0.15,No,David,1,77.49698673,NA,45,NA,NA,2029.905,NA,NA,51-22-9,Yes,2018,Digital,0.532624113,0.467375887,2021,0.85,0.002,0,Club,No,Personal,1
802916871,5,TRUE,1,0.599,0,1,7,Yes,F,NA,45,NA,NA,4,District of Columbia,NA,NA,Washington Capitals,NA,0.042,0.023,0.19,Yes,David,3,66,18,30,NA,NA,2713.04,1900000,NA,51-22-9,Yes,2018,Digital,0,1,2014,1,0,15,425,Yes,Personal,1
