"Cust_ID","Concession_Total","Most_Purch_Concession"
461308092,0,""
716502052,569.88,"Popcorn"
488478268,1298.61,"Popcorn"
610732900,2131.84,"Burger"
911898700,1305.15,"Burger"
843970994,902.57,"Burger"
222410100,822.63,"Popcorn"
659153040,860.19,"Beer"
876446379,1211.69,"Burger"
391075648,2516.74,"Soda"
279561026,1275.72,"Soda"
634367353,683.84,"Beer"
689882523,765.61,"Popcorn"
928709378,1897.76,"Burger"
297968661,1376.96,"Candy"
121855820,1371.82,"Burger"
335525527,1122.44,"Specialty"
374063959,707.34,"Popcorn"
252921082,1179.98,"Beer"
978168868,740.45,"Beer"
229510684,1437.94,"Specialty"
327986247,949.93,"Candy"
687936440,1176.09,"Soda"
720786749,1197.22,"Specialty"
356103933,835.29,"Hot Dog"
753340105,920.21,"Specialty"
751343164,1913.99,"Candy"
799788512,888.23,"Soda"
704435836,1014.49,"Soda"
141008568,1438.33,"Hot Dog"
226919202,1850.04,"Soda"
998537549,966.9,"Peanuts"
460717634,752.73,"Soda"
932089121,935.12,"Soda"
600205562,1173.71,"Hot Dog"
248862394,915.01,"Specialty"
624860578,888.23,"Beer"
287262195,799.3,"Hot Dog"
144731131,904.76,"Hot Dog"
962733816,819.21,"Beer"
522761424,1282.18,"Popcorn"
823787926,763.37,"Burger"
527281018,561.12,"Burger"
591066446,1920.76,"Burger"
781100396,990.84,"Hot Dog"
738213921,1269.4,"Burger"
632968438,784.62,"Specialty"
307732810,992.21,"Hot Dog"
375941068,982.86,"Peanuts"
755330272,949.89,"Beer"
129449523,908.05,"Beer"
734881167,1296.53,"Hot Dog"
229558490,532.46,"Hot Dog"
345696185,1314.23,"Peanuts"
464095811,1226.75,"Candy"
167478237,994.89,"Specialty"
977701312,851.17,"Beer"
600714912,495.43,"Burger"
881243227,628.8,"Candy"
247329926,929.17,"Burger"
922337947,416.23,"Burger"
398576809,939.5,"Soda"
326351440,1081.98,"Specialty"
854842874,858.11,"Soda"
320384040,902.57,"Specialty"
244826119,975.35,"Hot Dog"
527367135,2141.31,"Burger"
859437280,825.81,"Popcorn"
514687841,1158.89,"Soda"
250461055,2389.84,"Specialty"
318849717,872.25,"Popcorn"
317515981,1913.35,"Hot Dog"
912562400,1288.04,"Hot Dog"
981882729,731.58,"Popcorn"
479100653,921.43,"Hot Dog"
777048639,772.39,"Popcorn"
839465724,979.05,"Specialty"
608918253,985.03,"Candy"
799772750,995,"Soda"
301673576,817.61,"Soda"
766033118,854.06,"Candy"
677739301,888.87,"Soda"
728602684,1029.54,"Beer"
865887343,1972.78,"Hot Dog"
286119183,883.33,"Beer"
212243631,858.87,"Popcorn"
101660200,858.7,"Hot Dog"
481741739,1687.89,"Beer"
729584774,976.07,"Popcorn"
733974563,1209.79,"Candy"
113131506,1007.88,"Popcorn"
498930682,911.89,"Hot Dog"
243874624,950.4,"Popcorn"
597529374,1327.42,"Soda"
878726856,780.22,"Burger"
376758250,1371.46,"Burger"
214894870,1359.07,"Hot Dog"
910391070,777.53,"Burger"
433359051,1038.51,"Beer"
353092120,2451.74,"Popcorn"
261056109,725.44,"Beer"
583095367,1239.66,"Hot Dog"
513565199,1353.38,"Burger"
758271656,817.82,"Hot Dog"
145255381,2108.05,"Beer"
254610103,2629.83,"Soda"
504358816,1811.74,"Peanuts"
828630281,1849.75,"Beer"
336479168,1857.11,"Burger"
923908225,933.29,"Burger"
989304021,966.88,"Beer"
978525559,842.34,"Burger"
545721547,764.78,"Hot Dog"
293758310,806.82,"Soda"
700970939,2720.52,"Burger"
918632479,1404.73,"Beer"
899940253,1023.1,"Soda"
777702729,916.51,"Beer"
298580930,834.04,"Beer"
522611632,1417.25,"Hot Dog"
240630238,804.65,"Beer"
653594969,1226.81,"Beer"
873774207,1267.97,"Popcorn"
505309245,585.78,"Popcorn"
718935831,1187.88,"Specialty"
487383802,831.16,"Beer"
656999046,755.61,"Soda"
567840238,827.87,"Beer"
501258725,1205.96,"Burger"
100731815,927.74,"Soda"
771588271,1305.29,"Soda"
140461924,893.97,"Specialty"
726117496,836.4,"Hot Dog"
609857846,791.35,"Specialty"
490155629,1596.64,"Specialty"
934909762,912.67,"Hot Dog"
882659576,894.54,"Beer"
750746894,1381.63,"Popcorn"
551654965,868.35,"Soda"
528774330,1451.59,"Soda"
134226283,1170.26,"Beer"
124561088,1214.09,"Specialty"
886801829,987.5,"Peanuts"
972906046,727.15,"Burger"
945982127,1249.5,"Specialty"
441944404,911.7,"Soda"
826518535,792.42,"Beer"
437158968,1007.41,"Burger"
291074713,973.88,"Popcorn"
322697054,964.36,"Soda"
996911580,668.56,"Hot Dog"
773588566,1365.85,"Beer"
566938842,1228.89,"Beer"
367654745,1451.6,"Beer"
485416199,1235.29,"Soda"
574823538,1853.7,"Soda"
343075655,1464.54,"Beer"
353635742,1705.95,"Specialty"
209036415,809.94,"Candy"
359939081,676.89,"Beer"
807670854,1198.81,"Specialty"
914559249,1803.7,"Burger"
963452342,2363.62,"Burger"
257697658,861.43,"Popcorn"
548021895,828.63,"Beer"
519871889,893.95,"Specialty"
425169261,1878.38,"Beer"
688239290,818.77,"Specialty"
154990902,890.07,"Candy"
208310686,983.28,"Hot Dog"
414634829,641.72,"Beer"
950198893,1259.6,"Popcorn"
658612619,1847.94,"Beer"
770511104,779.03,"Specialty"
601233907,1336.26,"Peanuts"
726656215,961.51,"Hot Dog"
696175888,783.32,"Specialty"
395211952,825.81,"Hot Dog"
603006779,811.04,"Hot Dog"
428224744,715.44,"Peanuts"
162969754,897.68,"Popcorn"
546734204,800.45,"Popcorn"
374777419,977.42,"Hot Dog"
159619621,761.35,"Popcorn"
965411474,719.79,"Soda"
563070892,1121.07,"Beer"
188528014,1324.3,"Burger"
755242697,722.59,"Burger"
662022260,759.31,"Beer"
458371926,1313.82,"Popcorn"
462312829,2491.82,"Soda"
781599761,1360.93,"Soda"
491872508,924.83,"Candy"
942412404,983.81,"Beer"
159604095,1348.98,"Beer"
585111424,963.19,"Hot Dog"
112943159,980.86,"Hot Dog"
541063911,768.78,"Hot Dog"
762144409,1145.77,"Soda"
948090965,2468.4,"Beer"
711549354,1411.94,"Beer"
235378846,938.73,"Beer"
568460297,919.12,"Beer"
839484575,599.33,"Popcorn"
151750947,842.3,"Popcorn"
442488613,910.57,"Candy"
566792966,1216.75,"Specialty"
960249388,684.56,"Hot Dog"
508410100,727.8,"Popcorn"
424956716,866.34,"Hot Dog"
148273582,576.02,"Hot Dog"
791808282,1787.65,"Popcorn"
170975603,837.98,"Soda"
306002334,967.52,"Specialty"
424309989,908.34,"Candy"
553357598,789.04,"Beer"
468229220,847.46,"Specialty"
612005880,1853.58,"Soda"
774948185,978.18,"Hot Dog"
258583653,967.04,"Specialty"
609253233,907.81,"Soda"
128535175,931.63,"Popcorn"
671205169,1887.08,"Beer"
101797391,965.53,"Beer"
915374618,928.62,"Popcorn"
699107575,766.09,"Beer"
921058319,1546.93,"Soda"
668540739,792.71,"Beer"
353569116,1832.71,"Burger"
592075115,876.16,"Burger"
160269285,844.11,"Beer"
227555347,944.65,"Beer"
184962067,1112.52,"Beer"
358865411,2001.97,"Hot Dog"
301935887,897.7,"Specialty"
523958745,2621.72,"Beer"
538072762,903.64,"Specialty"
143883441,996.85,"Burger"
473248183,793.34,"Specialty"
194011680,1799.91,"Beer"
696434816,1329.21,"Candy"
253351689,812.39,"Beer"
378955670,818.48,"Hot Dog"
645289171,767.39,"Hot Dog"
465622222,976.36,"Burger"
403630238,1953.12,"Popcorn"
833784966,2050.31,"Soda"
561310634,780.73,"Popcorn"
821527498,753.94,"Soda"
795168804,750.07,"Peanuts"
339163887,910.67,"Soda"
289793639,957.96,"Specialty"
646956285,852.26,"Beer"
535418023,1104.15,"Beer"
901586018,935.93,"Hot Dog"
326169459,980.01,"Popcorn"
985672890,841.82,"Soda"
504754154,1145.12,"Beer"
479289140,1220.04,"Hot Dog"
741645530,1303.82,"Soda"
736474950,1615.73,"Beer"
262223288,1418.01,"Beer"
614631595,816.78,"Peanuts"
287096195,1373.73,"Peanuts"
919136361,934.44,"Burger"
955018678,934.44,"Popcorn"
249289613,738.94,"Peanuts"
284516080,757.74,"Burger"
228916667,737.48,"Soda"
712516516,707.67,"Specialty"
766939239,1075.7,"Hot Dog"
261385665,905.86,"Peanuts"
422821238,286.5,"Hot Dog"
159500675,2345.12,"Popcorn"
630822802,877.56,"Beer"
848264817,1722.39,"Beer"
440596138,1834.53,"Hot Dog"
862319755,785.38,"Popcorn"
568976386,639.75,"Specialty"
354422073,899.84,"Popcorn"
278512624,987.82,"Soda"
817891088,821.72,"Burger"
347468514,672.34,"Popcorn"
791525479,634.35,"Peanuts"
409760232,926.91,"Hot Dog"
512236748,1175.92,"Popcorn"
546656435,682.42,"Beer"
467569433,1129.52,"Beer"
907341320,1077.12,"Beer"
864611751,2074.28,"Soda"
527554464,827.28,"Beer"
303399399,943.69,"Popcorn"
500366750,477.34,"Peanuts"
770697382,927.25,"Hot Dog"
221770265,927.36,"Soda"
278455455,1329.54,"Burger"
175231961,1328.3,"Hot Dog"
760565736,1763.4,"Hot Dog"
103583633,624.06,"Burger"
851002130,822.22,"Specialty"
408865790,913.18,"Hot Dog"
961834667,989.66,"Beer"
588526659,907.52,"Hot Dog"
106652338,935,"Beer"
452540337,746.5,"Peanuts"
789002999,1097.34,"Burger"
936910394,473.72,"Soda"
962446468,1198.92,"Peanuts"
854603680,950.15,"Soda"
717993483,837.17,"Beer"
747862141,809.84,"Hot Dog"
865610044,748.2,"Hot Dog"
547174159,925.01,"Beer"
293085433,836.44,"Popcorn"
835778162,823.46,"Specialty"
132219494,2099.34,"Hot Dog"
286956854,1225.01,"Beer"
707413391,562.19,"Burger"
520722694,819.06,"Burger"
705642699,776.43,"Popcorn"
909184536,831.02,"Beer"
410089151,1208.99,"Beer"
681943482,1140.51,"Burger"
937625018,0,""
937634318,785.66,"Candy"
228792713,854.47,"Popcorn"
173723520,927.97,"Hot Dog"
306327937,893.92,"Burger"
608468410,742.16,"Beer"
382091584,928.17,"Beer"
533866669,1137.53,"Burger"
894893418,833.33,"Beer"
480570040,948.48,"Beer"
729461231,1102.24,"Specialty"
253013787,973.35,"Beer"
334343690,758.02,"Soda"
516120020,1247.72,"Soda"
660800334,808.49,"Popcorn"
658851549,749.39,"Soda"
828689499,633.67,"Beer"
877172946,926.88,"Burger"
926841846,815.22,"Candy"
577554724,891.63,"Popcorn"
331159384,962.22,"Beer"
717030029,889.47,"Beer"
900522701,1795.94,"Hot Dog"
784728604,1116.69,"Hot Dog"
150540840,892.23,"Beer"
435059820,596.7,"Popcorn"
471549185,1083.79,"Specialty"
181030776,928.6,"Beer"
719794869,928.99,"Burger"
745242773,1717.55,"Beer"
659285276,1219.94,"Specialty"
261494484,2395.01,"Peanuts"
265056772,1272.88,"Peanuts"
917190249,1675.93,"Soda"
111048796,862.67,"Candy"
551095590,1300.63,"Soda"
488055010,763.4,"Beer"
847084912,890.26,"Burger"
206948698,1256.94,"Popcorn"
857203098,779.04,"Burger"
426717385,995.88,"Soda"
458293667,1169,"Popcorn"
950790292,895.82,"Burger"
986053519,949.85,"Beer"
689101330,1334.27,"Candy"
963259762,967.44,"Popcorn"
927245534,684.27,"Hot Dog"
332656286,1170.04,"Soda"
132835941,908.85,"Popcorn"
675468282,892.97,"Popcorn"
606902115,917.15,"Burger"
458495818,777.18,"Beer"
546996543,983.12,"Hot Dog"
194503805,1277.32,"Soda"
286379284,865.53,"Popcorn"
632813570,1249.59,"Beer"
450243586,714.39,"Peanuts"
743034327,2416.06,"Hot Dog"
302127004,964.07,"Soda"
956335452,853.35,"Specialty"
363551665,545.09,"Soda"
511001332,778.04,"Beer"
275871579,920.45,"Burger"
566886426,1407.45,"Soda"
246439717,981.69,"Hot Dog"
141391254,851.97,"Soda"
373360172,1406.15,"Peanuts"
773743753,1663.53,"Soda"
741115718,744.27,"Popcorn"
651527426,1195.11,"Peanuts"
769414640,963.29,"Popcorn"
900494051,1219.74,"Popcorn"
267671935,976.57,"Beer"
425426925,918.3,"Hot Dog"
628962202,2418.39,"Specialty"
579661645,1322.13,"Soda"
460458299,820.75,"Beer"
576258734,764.39,"Soda"
840824455,1081.88,"Beer"
818681004,899.87,"Soda"
102959282,931.29,"Specialty"
164693377,772.59,"Specialty"
906389802,908.28,"Hot Dog"
756330394,1818.05,"Beer"
290094667,927.1,"Beer"
111628347,959.97,"Soda"
106105856,703.83,"Soda"
146906592,2162.07,"Soda"
733306557,2016.45,"Soda"
917069663,777.36,"Beer"
356903280,1382.64,"Soda"
194800094,806.78,"Specialty"
871336967,983.2,"Popcorn"
758752759,931.52,"Hot Dog"
833700403,652.01,"Beer"
775396042,1734.03,"Beer"
875130767,930.63,"Soda"
724305885,846.82,"Beer"
599757184,1299.43,"Peanuts"
472121334,896.89,"Popcorn"
322504256,1970.97,"Hot Dog"
455278102,843,"Candy"
547796866,1178.79,"Candy"
287768260,1120.49,"Soda"
563884673,836.06,"Hot Dog"
221013710,743.63,"Specialty"
750454300,571.79,"Hot Dog"
656474143,1190.14,"Specialty"
507627142,765,"Hot Dog"
288264572,1055.34,"Burger"
803877118,952.63,"Burger"
755065178,750.84,"Soda"
571206728,1158.52,"Burger"
498241331,755.46,"Beer"
779920693,722.01,"Hot Dog"
128839495,721.33,"Popcorn"
703196059,1801.3,"Peanuts"
413860992,941.42,"Candy"
520385141,782.43,"Beer"
385788392,911.32,"Beer"
514190729,1118.24,"Burger"
653822757,1287.09,"Beer"
502534531,689.17,"Soda"
263636841,854.71,"Popcorn"
245060146,855.61,"Beer"
910004559,723.24,"Popcorn"
493990219,1273.78,"Hot Dog"
494141729,1143.86,"Soda"
923625489,815.01,"Candy"
862979229,788.35,"Hot Dog"
585466006,733.94,"Beer"
471801746,700.26,"Popcorn"
563703453,1359.27,"Soda"
902217136,832.54,"Soda"
371899196,839.24,"Beer"
475179375,1347.93,"Soda"
945904179,823.93,"Popcorn"
913988113,1209.14,"Beer"
902300967,1172.87,"Beer"
170950351,2419.25,"Peanuts"
520184311,1388,"Popcorn"
135651352,1393.17,"Burger"
314879359,779.94,"Soda"
520772201,831.05,"Hot Dog"
106065906,1430.91,"Beer"
296619999,855.41,"Hot Dog"
832221777,1140.78,"Soda"
490618817,770.3,"Specialty"
598916186,746.92,"Beer"
340027694,1344.83,"Candy"
204729696,875.94,"Candy"
262713416,870.01,"Burger"
508997192,639.17,"Burger"
373724982,924.77,"Hot Dog"
608852616,904.33,"Burger"
992566092,702.84,"Specialty"
753129686,691.64,"Specialty"
873397274,701.22,"Beer"
999072639,892.71,"Specialty"
911430926,1303.98,"Peanuts"
168814174,851.2,"Beer"
516768691,1121.55,"Beer"
941186779,835.93,"Beer"
665351203,1387.78,"Beer"
747245952,1823.48,"Specialty"
816354751,928.75,"Popcorn"
192811659,942.5,"Soda"
733566654,703.63,"Beer"
312982347,686.27,"Burger"
252792349,1818.49,"Popcorn"
264901506,842.47,"Beer"
475669466,1018.69,"Candy"
906671362,0,"Candy"
853575612,776.25,"Specialty"
648350011,1373.59,"Soda"
161132412,1344.91,"Beer"
972306504,763.52,"Soda"
895410713,878.14,"Specialty"
331565972,1219.34,"Popcorn"
836306758,1138.4,"Popcorn"
807797212,1274.05,"Soda"
743417834,818.91,"Beer"
218321091,657.01,"Popcorn"
605821862,906.05,"Beer"
494384555,874.76,"Beer"
865790447,939.2,"Specialty"
300732198,1424.36,"Hot Dog"
391710572,825.64,"Beer"
190044332,1791.48,"Popcorn"
340538730,934.22,"Hot Dog"
988638795,798.67,"Beer"
727910525,879.02,"Popcorn"
584170632,844.37,"Burger"
422189810,862.04,"Burger"
282800392,846.17,"Soda"
154566960,1215.03,"Specialty"
238344878,817.34,"Beer"
905863985,731.06,"Candy"
964270246,1108.47,"Burger"
519004957,755.3,"Popcorn"
752227554,857.05,"Soda"
973972717,1087.22,"Beer"
690731695,799.66,"Beer"
267206679,1001.45,"Specialty"
359124549,752.2,"Popcorn"
641185870,779.37,"Peanuts"
774084173,800.49,"Candy"
509323577,1447.52,"Beer"
996050318,1588.05,"Popcorn"
117441677,752.56,"Hot Dog"
711197547,1649.1,"Burger"
705436116,2338.82,"Soda"
406505663,1107.48,"Hot Dog"
680875416,672.71,"Beer"
922096488,1915.41,"Burger"
385674226,859.13,"Beer"
681206705,1263.13,"Popcorn"
756947869,858.14,"Beer"
643064838,976.72,"Beer"
392952015,747.49,"Specialty"
356849536,1847.05,"Beer"
661864747,782.73,"Popcorn"
135613774,735.14,"Beer"
640003644,948.53,"Beer"
440131939,1038.46,"Burger"
372119491,774.09,"Peanuts"
880984697,1333.8,"Burger"
180743300,1344.62,"Soda"
476940153,659.65,"Beer"
860342044,757.42,"Hot Dog"
802916871,2491.59,"Peanuts"
844174177,843.59,"Hot Dog"
331430042,1349.42,"Beer"
678422598,612.5,"Soda"
744321939,730.08,"Beer"
423304569,1801.99,"Popcorn"
665521953,737.21,"Popcorn"
430553228,814.19,"Candy"
315833495,1310.2,"Specialty"
801515957,770.19,"Burger"
211053971,924.76,"Beer"
305519240,2398.79,"Burger"
637648372,785.94,"Beer"
698221113,1128.8,"Beer"
193681667,895.63,"Beer"
783497522,1172.9,"Hot Dog"
576367119,856.72,"Candy"
316893819,1826.22,"Specialty"
873902351,2071.58,"Beer"
845353610,1313.96,"Burger"
704213887,494.12,"Popcorn"
509414515,786.91,"Soda"
506334879,941.84,"Burger"
666060737,1837.79,"Soda"
626047445,841.12,"Hot Dog"
870373219,1406.02,"Beer"
149853573,0,"Popcorn"
279484401,845.97,"Beer"
800370419,973.5,"Beer"
765119841,1262.48,"Beer"
923415902,954.84,"Candy"
355025425,1956.78,"Soda"
671202964,764.82,"Hot Dog"
922428167,920.54,"Popcorn"
524419193,960.25,"Specialty"
368417881,810.16,"Beer"
784236114,679.25,"Hot Dog"
451218087,1318.07,"Popcorn"
985855711,1322.92,"Beer"
812398950,1525.6,"Popcorn"
915980310,956.55,"Beer"
945660619,850.7,"Beer"
143871556,696,"Burger"
876047326,933.36,"Soda"
431343429,1871.96,"Hot Dog"
662255555,921.48,"Specialty"
827369693,759.17,"Hot Dog"
163678010,1104.36,"Hot Dog"
114516343,1215.37,"Soda"
883889178,2586.16,"Beer"
917888107,799.75,"Beer"
363406943,904.84,"Soda"
814819464,1383.61,"Hot Dog"
893257023,809.02,"Hot Dog"
852676255,788.74,"Burger"
949835499,786.04,"Soda"
296533534,926.87,"Hot Dog"
475740912,904.03,"Popcorn"
582666936,1202.46,"Beer"
931580507,767.66,"Popcorn"
314022492,981.19,"Hot Dog"
862344404,1345.61,"Burger"
387729295,914.58,"Hot Dog"
203879897,1846.65,"Burger"
262580514,1817.05,"Hot Dog"
945201561,744.51,"Hot Dog"
139584106,1321.09,"Burger"
717283320,963.23,"Popcorn"
169053595,795.46,"Hot Dog"
290733905,915.05,"Specialty"
588629935,785.37,"Burger"
346671425,886.6,"Specialty"
463361881,886.05,"Hot Dog"
602097726,652.63,"Burger"
683675366,722.7,"Popcorn"
139470519,810.08,"Specialty"
802982005,864.24,"Hot Dog"
711571387,1253.23,"Hot Dog"
115183295,983.67,"Peanuts"
336751133,1186.49,"Beer"
964065363,974.3,"Beer"
891160956,0,""
804897460,1598.78,"Beer"
514205099,969.14,"Beer"
651602062,846.54,"Beer"
525720286,854.6,"Specialty"
580957586,947.98,"Specialty"
157216530,1336.71,"Candy"
506632257,880.82,"Beer"
482483208,916.92,"Beer"
674460075,918.29,"Soda"
121914064,1296.02,"Peanuts"
635745941,778.29,"Hot Dog"
658934863,789.94,"Hot Dog"
157209841,1721.01,"Specialty"
500554966,846.94,"Popcorn"
893071299,879.85,"Beer"
422830605,733.24,"Soda"
443931887,1205.55,"Hot Dog"
173526506,700.84,"Burger"
592797838,1326.26,"Burger"
927768485,581.27,"Soda"
263461342,924.51,"Beer"
237120480,743.3,"Popcorn"
766572733,1135.76,"Popcorn"
932576207,1351.49,"Specialty"
207312986,1278.03,"Hot Dog"
438625561,1119.99,"Beer"
687256236,851.66,"Beer"
240333483,739.9,"Candy"
816852019,970.8,"Burger"
339019504,1241.82,"Soda"
728911015,1262.05,"Beer"
889616447,734.24,"Specialty"
694161966,1269.87,"Beer"
578981252,648.99,"Popcorn"
784689804,757.74,"Burger"
215099335,743.05,"Soda"
437896253,953.62,"Soda"
246060189,1391.36,"Burger"
225003842,1871.6,"Hot Dog"
207268389,1758.21,"Beer"
258293524,765.52,"Beer"
147304257,2382.71,"Peanuts"
938649431,835.81,"Soda"
863666909,1165.72,"Candy"
649605544,974.2,"Burger"
700677888,792.71,"Beer"
821850681,938.86,"Candy"
995928052,410.95,"Hot Dog"
632681745,802.99,"Soda"
505004107,1283.36,"Popcorn"
441311354,1162.82,"Soda"
726477657,1350.11,"Beer"
105401089,1819.51,"Soda"
324494114,1256.91,"Hot Dog"
217102695,645.25,"Candy"
652737019,644,"Popcorn"
397792562,780.99,"Hot Dog"
128467480,954.93,"Beer"
962851430,1287.8,"Beer"
304045492,763.77,"Burger"
400794173,1295.96,"Popcorn"
988929813,639.83,"Specialty"
715957153,896.21,"Soda"
138982877,554.52,"Burger"
283570416,808.41,"Beer"
335868541,898.55,"Popcorn"
177061209,919.49,"Hot Dog"
670557016,741.94,"Soda"
998417873,1188.89,"Burger"
757072117,932.45,"Soda"
704798362,704.59,"Beer"
653634999,1419.14,"Popcorn"
734254546,934.88,"Beer"
233564127,1886.73,"Beer"
944099918,864.37,"Soda"
551033679,1045.69,"Beer"
237704920,858.95,"Specialty"
988761293,891.64,"Beer"
502958664,726.35,"Popcorn"
575358803,1000.9,"Soda"
717599884,740.14,"Specialty"
150430829,771.32,"Beer"
831139057,1262.09,"Beer"
943973017,0,""
286370484,891.99,"Soda"
615349650,962.03,"Burger"
544055599,967.24,"Soda"
626544029,905.35,"Soda"
626196815,914.22,"Beer"
158516318,979.11,"Beer"
426831943,833.31,"Soda"
788616559,623.48,"Beer"
992994847,1096.28,"Specialty"
231586880,661.8,"Beer"
217374657,938.01,"Soda"
214036154,1373.79,"Beer"
895341616,626.82,"Soda"
746939120,867.15,"Beer"
685564915,1812.8,"Specialty"
699122058,815.65,"Specialty"
450322963,1297.52,"Hot Dog"
694708939,0,""
717613092,809.7,"Popcorn"
431708989,671.98,"Candy"
280849304,719.83,"Peanuts"
717357129,686.1,"Beer"
636908622,2707.61,"Candy"
899835529,892.67,"Beer"
657896624,985.83,"Beer"
370469110,678.86,"Popcorn"
528504126,578.58,"Soda"
989699237,1215.65,"Beer"
583266890,1272.71,"Specialty"
303706703,614.92,"Beer"
735532431,1494.35,"Hot Dog"
167152229,878.04,"Beer"
998911111,835.18,"Hot Dog"
721141323,692.12,"Candy"
112014337,898.97,"Hot Dog"
610155813,1441.13,"Hot Dog"
966220044,921.54,"Beer"
408793777,754.76,"Beer"
756506783,1007.78,"Peanuts"
818022419,1271.01,"Beer"
548973270,1835.6,"Soda"
988799292,755.76,"Peanuts"
193206315,955.78,"Candy"
765254994,974.15,"Specialty"
359502365,812.28,"Specialty"
175195121,704.12,"Specialty"
693721628,907.34,"Hot Dog"
720990400,1240.32,"Specialty"
344634241,1075.56,"Hot Dog"
146005591,856.32,"Hot Dog"
552242416,1146.53,"Soda"
754727269,1156.74,"Specialty"
826335522,794.94,"Beer"
349734244,796.89,"Specialty"
301675372,873.51,"Peanuts"
867498995,867.53,"Hot Dog"
110382371,1360.78,"Beer"
170656487,802.86,"Beer"
943459695,2008.96,"Soda"
687919357,1617.78,"Beer"
318933566,883.28,"Soda"
357911951,1847.96,"Popcorn"
342929448,957.55,"Hot Dog"
413204503,1255.94,"Hot Dog"
437984840,848.73,"Beer"
713142249,757.82,"Popcorn"
750421216,853.31,"Popcorn"
372924218,2129.28,"Beer"
580927348,1265.53,"Peanuts"
859105750,821.66,"Peanuts"
934526236,1465.51,"Beer"
617737268,1992.68,"Specialty"
485589890,898.75,"Hot Dog"
359806746,1787.05,"Beer"
775100433,1222.85,"Beer"
133322806,2120.38,"Beer"
560727436,860.6,"Specialty"
253788506,1291.67,"Popcorn"
926043525,1341.08,"Burger"
490050563,804.57,"Hot Dog"
556381351,835.75,"Specialty"
260287077,1912.73,"Specialty"
309804225,1277.87,"Beer"
938378647,942.13,"Soda"
178478223,849.81,"Popcorn"
396171899,0,""
362358700,539.65,"Popcorn"
125670038,801.86,"Beer"
532926070,932.75,"Soda"
696841965,951.02,"Beer"
325728761,980.81,"Specialty"
683371158,908.69,"Popcorn"
537627350,1932.32,"Beer"
561907397,851.38,"Beer"
895737154,1126.2,"Burger"
236773869,671.73,"Beer"
736552344,870.69,"Beer"
940348245,1180.27,"Hot Dog"
421596447,652.12,"Beer"
106382653,697.73,"Beer"
324228282,956.03,"Popcorn"
830734812,1837.09,"Soda"
654697320,797.2,"Candy"
811308169,778.43,"Beer"
104539305,899.57,"Beer"
448791695,751.11,"Soda"
888223216,1163.77,"Peanuts"
451614728,859.7,"Hot Dog"
866688813,1315.1,"Popcorn"
928100966,1279.59,"Beer"
936653401,1334.91,"Specialty"
380265644,2401.96,"Beer"
178805338,968.65,"Soda"
633696412,2412.4,"Candy"
422870741,751.75,"Soda"
787555020,1203.44,"Hot Dog"
305390334,1381.84,"Popcorn"
763379468,877.74,"Popcorn"
372148380,831.81,"Hot Dog"
583717829,767.8,"Soda"
504547766,697.91,"Soda"
413147419,939.18,"Soda"
417665049,911.64,"Beer"
332047546,475.53,"Beer"
971263075,1894.15,"Popcorn"
299739821,914.1,"Hot Dog"
744134404,899.8,"Beer"
577187313,975.35,"Soda"
123794974,998.16,"Burger"
378691693,2145.79,"Beer"
924606276,885.41,"Beer"
505960842,937.47,"Beer"
637032417,883.05,"Beer"
918397596,891.82,"Hot Dog"
170505608,800.51,"Burger"
627380393,2038.57,"Popcorn"
527184495,1324.39,"Popcorn"
119495459,633.68,"Beer"
451301317,842.94,"Peanuts"
483291911,1133.23,"Hot Dog"
655505960,741.21,"Hot Dog"
782466710,838.65,"Burger"
159909844,805.38,"Popcorn"
152427436,0,""
277047948,745.3,"Beer"
127870853,986.96,"Popcorn"
730424666,1227.16,"Beer"
349173116,950.79,"Soda"
742050260,792.18,"Specialty"
733421590,827.98,"Popcorn"
550060143,1293.11,"Beer"
562181764,2504.92,"Hot Dog"
719310030,657.92,"Beer"
389656068,784.9,"Burger"
281280670,1769.8,"Burger"
172601982,915.19,"Hot Dog"
528413534,1361.86,"Specialty"
219081504,1862.42,"Beer"
684577095,692.18,"Peanuts"
622378865,1300.67,"Specialty"
395238122,878.31,"Popcorn"
233462300,1276.47,"Hot Dog"
687542446,1123.55,"Soda"
434756668,944.71,"Popcorn"
613036077,496.97,"Soda"
861073131,696.37,"Popcorn"
631061377,2462.14,"Soda"
384896339,753.31,"Popcorn"
855420764,726.06,"Beer"
999569482,725.54,"Candy"
905634625,779.91,"Beer"
643479305,747.41,"Burger"
327215742,1836.67,"Beer"
236105450,733.39,"Burger"
424288141,1334.02,"Beer"
882206354,906.01,"Specialty"
245693286,961.81,"Beer"
773943834,1833.92,"Burger"
143475524,700.56,"Specialty"
367821001,1457.18,"Peanuts"
556572207,696.96,"Beer"
371114489,826.73,"Beer"
571719586,658.05,"Soda"
648406244,1949.21,"Specialty"
134627679,913.39,"Beer"
439888645,2002.64,"Hot Dog"
920623715,844.96,"Specialty"
555486141,2470.67,"Beer"
912241449,984.02,"Soda"
715501638,675.32,"Specialty"
221262490,958.23,"Peanuts"
754863738,764.69,"Specialty"
599320374,1179.08,"Soda"
805121277,978.82,"Beer"
911458039,762.68,"Candy"
285615565,948.23,"Burger"
282886276,895.76,"Popcorn"
297157818,1694.88,"Beer"
357776506,1252.68,"Hot Dog"
294024012,771.39,"Soda"
966503774,1373.59,"Specialty"
